Start Date,Start Time,End Date,End Time,Duration,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/3/2019,16:00,5/3/2019,18:00,2 hours,"People R Us [1017]","Diversity","People R Us: Geeks of Color","Meredith Carson","If you've ever walked the halls of Penguicon during a break between tracks- you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together- relax- and start meaningful conversations. Focus: Geeks of Color",FALSE,PUBLIC,""
5/3/2019,16:00,5/3/2019,17:00,1 hour,"EMC V","Gaming","How to make your GM Curse: Playing RPGs 101","Byron Pepper","One of a series of three RPG panels. While your GM sits behind his screen- sometimes it easy to forget that playing RPGs is a two way street. Come and explore ways to spice up your game from your side of the screen and become a better player in the process.",FALSE,PUBLIC,""
5/3/2019,16:00,5/3/2019,17:00,1 hour,"EMC III","Media","Professional Wrestling 101","Shane Soules","Have you ever wondered just what pro wrestling is?' Have you ever wondered what the heck is the appeal of grown men and women fake fighting in their underwear? Well- have I got a panel for you! Come learn the ins-and-outs of professional wrestling. Learn what wrestling is- how it works- what makes a match good or bad- and more! Also attend the sister-panel 'History of Pro Wrestling' to learn more!",FALSE,PUBLIC,""
5/3/2019,16:00,5/3/2019,17:00,1 hour,"Nicolet","Life","How to Not Suck at Looking for a Job","David R. Phillips","We've spent almost 20 years helping people find jobs- and our blogs about doing so are used and shared out by the State of Michigan and many employment agencies and contracting firms.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Portage Auditorium","Media","The Weird World Of Night Vale Presents","Mari Brighe, Charlotte Wolf","Nightvale Presents produces some of the most innovative speculative fiction podcast content available. With shows like Welcome to Night Vale- Alice Isn't Dead- Adventures in New America- and Within The Wires- its stable of shows are delightful dark- weird- incredibly queer- and extremely diverse. We'll discuss some of our favorite shows from Night Vale Presents- explore what sets them apart from more traditional SFF media- and discuss how they could serve as a model for a more inclusive SFF world.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Nicolet","Life","I Started a Makerspace: AMA","Karen Corbeill","After being heavily involved in the makerspace scene in metro Detroit- Karen moved to Wisconsin where she saw a need for a similar community to be created in her neighborhood. Shell share stories about the process with plenty of time for you to pose questions on anything makerspace related!",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"EMC III","DIY","Hand Spinning 101","Ellen Rimar","A tutorial on how to spin yarn using wool and a drop spindle with a live demo. If you have a spindle and want to know how to use it- or already and spin and are interested in tips- bring it and some roving to spin along.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,19:00,2 hours,"Computer Lab [Charlevoix C]","Tech","The Sunday Morning Linux Review","Tom Lawrence, Jay LaCroix, Tony Bemus, Phil Porada, Mary Tomich","The Sunday Morning Linux Review is a podcast hosted by Tony Bemus- Tom Lawrence- Phil Porada- Jay LaCroix- and Mary Tomich. We talk about Linux- Open Source- and Security topics. We have been recording Live at Penguicon since 2012.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,21:00,4 hours,"Hackerspace (Room 328)","Penguicon","AHA Badge Soldering","AHA","Its a yearly tradition to for All Hands Active to bring a special badge soldering project. There are two projects to choose from this year- a quick and easy option and a more complex one. Kits are available for purchase. All proceeds go directly to AHA.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,19:00,2 hours,"EMC II","Cosplay","Molds, Resins and Silicone Oh My!!","Alena Van Arendonk","Learn the process of fabricating hard plastic and flexible synthetic accessories for your costume (or other hobby). We'll discuss the various types of casting and mold making materials- explore their pros and cons- and walk through the moldmaking and casting process. Samples of various materials and finished products will be on hand. Bring a notebook -- this panel is info-heavy! See finished pieces and learn the step-by-step process.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"EMC I","Media","Got Comic Movie Overload?","BluRaven C. Houvener","With comic book films seemingly coming out every month- how long will it take for the comic book film to go the way of the western? Join us in a fun conversation about comic book films- past- present- and future...especially future!",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Montcalm","Lit","Can I Get Some Trope Fries with My Trope and a Side of Trope Sauce?","Cassandra Morgan, Jen Haeger","Tropes are tropes- but are readers still eating them up? A discussion of all things trope.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Algonquin C/D","Tech","Putting the Problem Back in Problem Solving","Lana Krolikowski","So many people want to solve problems- they often skip over the important step of trying to really understand a problem and making sure they are solving the right problem. This discussion will focus on some exercises that can help you examine problems in the tech space (and life in general)- to better hone your problem solving skills.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Charlevoix A","DIY","Paint Like an 18th Century Master for $30 or Less","Zed Shaw","Learning to paint realistically is traditionally very expensive and requires students to be very mobile and coordinated. You have to go to a class- stand for hours at a time- be great with your hands- have awesome eyesight- and spend hundreds of dollars on gear. I'll show you how to use some very cheap or free gear and a cardboard box to teach yourself how to paint realistically in your own home in the most economical and accessible way I know. This method of study should work for almost anyone even if they have limited mobility- eyesight- hand coordination- and economic resources while having fun and enjoying the experience of painting.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"EMC V","Lit","Book Interior Design: How to Prep a Manuscript for Indie Publication and Why","Chris Bell","Especially in self or indie publishing- the way you present your manuscript can impact how it is interpreted for interior design. Learn how to use Microsoft Word to prep a manuscript to reduce your cost and reduce potential ambiguity. Also- learn the basics of book interior design and what typesetting means in the 21st century.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Food [317]","Food","Multiple Ways To Make a Grilled Cheese","Justin Winkelman","Come learn several ways to reach the same result- a grilled cheese- or at least melted cheese between two pieces of bread. Some methods will taste better than others- and all will be sampled.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Algonquin B","Penguicon","So this is your first Penguicon...","Cassy Sinke, Janet Gocay, Scott Kennedy, Nuri Gocay, Jessica Roland","So it's your first time! One of us! One of us! Great- now that you're here- how do you do it right? What's up with the ribbons? How do you pick what you want do when soooomg many things are going on? Where's the free beer? What happened to the brazilian beef? Why is hand sanitizer terrible salad dressing? Learn some survival tips and hear some heart-warming stories from some seasoned experts- previous conchairs- and convention organizers!",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Gaming (TC's Room)","Gaming","Small World","The Wandering Meeple","BG 2-5 players; Small World is inhabited by a zany cast of characters such as dwarves- wizards- amazons- giants- orcs- and even humans- who use their troops to occupy territory and conquer adjacent lands in order to push the other races off the face of the earth.",FALSE,PUBLIC,""
5/3/2019,17:00,5/3/2019,18:00,1 hour,"Charlevoix B","Tech","The Mediocre Programmer: A Love-Letter to an Industry and Those Struggling on Their Journey","Craig Maloney","Let's face it: we don't want to be mediocre programmers. We want to be [great|amazing|superlative] programmers! We want to be the programmers they call whenever they're in a bind. We want to be the programmers that rush into unfamiliar code bases and produce perfect code in a matter of minutes. Why would we want to be mediocre programmers? In this talk we'll discuss what it means to be a mediocre programmer. We'll consider the many pitfalls that may befall you on your journey- from self-doubt to burnout- and share tips for how to cope with the challenges of programming and when it might be time to try something new.",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,20:00,2 hours,"Gaming (TC's Room)","Gaming","London","Mike Dudash","BG 2-4 players. Players select cards with varying powers of cash flow- victory points- and poverty penalties- and compete to manage them most efficiently. Nearly 250 years of progress is glimpsed in this game. Famous buildings and monuments of the era as well as engineering developments such as streetlights are illustrated on the cards.",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,20:00,2 hours,"People R Us [1017]","Diversity","People R Us: Neurodiversity and ASD","Mike Ward, Josie Kusner","If you've ever walked the halls of Penguicon during a break between tracks- you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together- relax- and start meaningful conversations. Focus: Neurodiversity and ASD",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"EMC I","Tech","Securing Your Digital Life","James Gable","Join James Gamble- an information technology professional with more than 17 years of experience- as he walks you through several easy- free- and practical ways that you can improve your digital security.",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"EMC III","DIY","Cover Those Nips! DIY Pasties","Tommy Gun, Darryn Storm","Come decorate your own pair of pasties! We will also go over several different methods of constructing your own pastie bases and creating tassels. Supplies provided.",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"Charlevoix B","Cosplay","Eco Friendly Cosplay","girlinthechair aka Alex","This talk will be a discussion on the ways people make cosplay just a bit more green. From using a wide variety of eco-friendly materials you may never even thought of- thrifting and buying second hand- costume swaps- up-cycling- and even dumpster diving- the possibilities are endless and the results can be pretty amazing too!",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,20:00,2 hours,"LN2 [Hamlin]","Food","LN2 Open Source Ice Cream","Sarah Elkins, Phil Salkie","Bring your own ingredients and we'll see what we can do with them! Any premium ingredients (e.g.- hand-shaved vanilla bean) will shine on their own- but 'this weird soda I found' may be combined with other ingredients for mad science. We'll also teach the basics (safety- proportions) and coach anyone who wants to learn to stir or do all this on their own! As a reminder- we make inclusive ice cream. We always have non-dairy mix bases available- juices for sorbets- and sugar-free sweeteners on hand. We're prepared- and want everyone to be able to enjoy!",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"Baldwin","After Dark","Consent Expectations and Party Vetting Opportunity","Jett Khat","This is a primer on dungeon policies and expectations specific to the Jett's Arcade Dungeon Party. If you want to attend the Dungeon Party- be sure to attend one of the consent panels and be vetted. This event is 18+.",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"Algonquin C/D","Penguicon","Opening Ceremonies","Cassy Sinke, Zed Shaw, Mikey Mason, Matt Arnold, Chelle Silas, Scott Kennedy, Karen Corbeill, Jeff Marraccini, Niki MacRae, Paul Keyes, Sophia Brueckner, Saladin Ahmed, Amanda Long-Adams, Alison Chan, Christie Birtie, Brigit Bradakis, Jessica Roland","Join Jessica Roland- our illustrious ConChair- the rest of the ConCom- and our amazing Guests of Honor as they kick off another fabulous Penguicon! You never know what might happen!",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"Nicolet","Lit","Socially Conscious Fiction: What Should You Consider in Your Writing?","Chris Bell, Emily Bell, Marsalis","What issues do you consider regarding social responsibility when writing fiction? Representation? Tropes and stereotypes? Join our panel for an open discussion. [Note that our company has 'no harm' guidelines for our anthologies and I as an author have some insight on representation and what has and hasn't worked well.]",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"EMC IV","Life","Maintaining Your Mental and Emotional Health While Job Hunting","Sarah Withee","Searching for a new job? We all have to do it at some point. In the thick of the search- you're likely to get a lot of terrible tech interviews as well as a bunch of rejections. How do you maintain your energy- motivation- and perhaps more importantly- not feel like a failure after all that? I will talk a bit about my most recent job search. Youll see how I went into it with a different frame of mind than I had in the past- and how that helped me push through the interviews easier and take better care of myself in the process. You'll also hear about some of the specific interviews and the problems I saw with them. I'll show how- as companies and teams- we can improve the process for everyone. Finally- I'll offer ways that both companies and employees can offer feedback to continue to improve interviews.",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,22:00,4 hours,"Gaming (TC's Room)","Gaming","Winds of Turmoil","Lloyd Williams","RPG 2-5 players Whispers flit across the sands. Something stirs and is making the natives restless. Your band of unlikely heroes have come together at the last trading post to be found for many days travel. The encroaching darkness will challenge your heroes in ways they have not been challenged before. Steel and sorcery may not solve all your problems. Cleverness and diplomacy may lead you further than your weapons can",FALSE,PUBLIC,""
5/3/2019,18:00,5/3/2019,19:00,1 hour,"EMC V","Lit","Expanse: The Politics of Mars, Earth and Belters","Donald Mark Haynes","One of the attractions of the Expanse is how the characters interact in a landscape of dynamic interactions between Terra- Mars and Belters. Lets explore their political structures- leadership and the role of trade and personal freedoms against a changing political tapestry.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"EMC I","Life","Cope or Nope: How to Adult Like a Real Grown Up","Beth Bondono","It's hard to manage all the things that are part and parcel of adult living. Dishes- laundry- cooking- and more can all sometimes feel overwhelming- especially when brain issues make it harder than normal. This panel will help you find ways to handle the things life throws at you.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Food [317]","Food","Will it Sphere-ify","Frannie","Spherification is a technique that transforms liquids into solid- edible spheres. People can use this technique to add color- texture- and flavor to their dishes. Join me as I experiment with spherification and try out a bunch of different liquids and see- WILL IT SPHERIFY?",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Nicolet","Lit","Writing Workshops: the DIY MFA","Janea Schimmel, Colleen Nye","If you write sci-fi- fantasy- and/or horror- you've likely heard of Clarion- Clarion West- Odyssey- Viable Paradise- Taos Toolbox- and a host of other writing workshops. But what are they? What do they entail? Are they worth it? Which one might be right for you? Come listen to some writers who have been there- done that talk about their experiences.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,21:00,2 hours,"Portage Auditorium","Media","Movie: Metropolis","","",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"EMC II","DIY","Knitting 101","Kelly V, Mary Fitzpatrick","Learn to knit! Take two sticks and string and make a dishcloth! Supplies provided.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"EMC IV","DIY","You've Created It, Now Get It Out There!","Mike Madigan","So you've created your own film- game- zine- how do you get it so others are aware and interested? I will take you through the basics of setting up your own Kickstarter campaign successfully- getting your project (film- video game) listed on IMDb- how to gain interest on social media platforms- and more tricks of the trade! Don't let your newest creation live in obscurity any longer!",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Baldwin","Gaming","Dungeon Master Academy","Ellen Rimar","An interactive- presenter-led round table discussion for dungeon/game masters of all experience levels to share ideas on how to improve their skills running tabletop roleplaying games. While this panel focuses on Dungeons & Dragons- all game systems/players are welcome.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Charlevoix A","Lit","Self-editing for Fiction Writers","Mary Lynne Gibbs, Jean Davis, G.S. Scott","Join us for a discussion of techniques and suggestions for authors interested in self-publishing- preparing a manuscript for submission- or before hiring an editor.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,21:00,2 hours,"EMC III","Cosplay","Advanced Pattern Drafting: Make a Sloper Workshop","Jeannie Arquette","Learn to make your own pattern base customized to your own specific measurements to use in making future patterns fit you perfectly! This class is great for cosplay patterns or everyday clothing.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"EMC V","Anime","Anime Fantasy-Romance","Paul Kemner, Star Stramel, Natasha Kidwell","Anime romance is in the air! Wait- there's magic too? Let's look at clips and explore some of the best shows in this genre- leaving lackluster 'notice me sempai' far behind.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Gaming (TC's Room)","Gaming","The GRAM Role-Playing Game: Introductory Demo","Cyndi Chadwick","RPG; Join us for a demonstration of the GRAM role playing game led by one of the game designers.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Gaming (TC's Room)","Gaming","7 Wonders","Heather Williams","BG 2-7 players; You are the leader of one of the 7 great cities of the Ancient World. Gather resources- develop commercial routes- affirm your military supremacy. Build your city and erect an architectural wonder.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Algonquin B","Lit","Selected Reading by Saladin Ahmed","Saladin Ahmed","Come enjoy some of Saladin's favorite excerpts from his selected works. Followed by a Q & A session.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Charlevoix B","Life","50 Minutes of Easy Research on LGBTQ People","Mari Brighe, Brigham Vaughn, Hank Edwards","Are you a writer/creator who wants to include LGBTQ people in your content? Have you already written queer and trans characters but want to make them deeper and more complex? Do you just have some really burning questions about something LGBTQ related that you just haven't felt comfortable asking? Well- here's your chance. Our panelists will answer your questions about pretty much anything (within reason- of course)- and give you the easiest research you've done on a LGBTQ experiences.",FALSE,PUBLIC,""
5/3/2019,19:00,5/3/2019,20:00,1 hour,"Computer Lab [Charlevoix C]","Tech","Networking 101","Wayne Pedersen","Have you always wanted to learn about computer networking- but don't know where to start? Do acronyms such as DNS- DHCP- or TTL confuse you? Then Networking 101 is for you! Join Wayne Pedersen- owner and entrepreneur of Maumee Geeks as he brings over 20 years of IT experience to Penguicon. Learn about general network concepts- subnetting- and how the internet works in a live demo.",FALSE,PUBLIC,""
5/3/2019,19:30,5/3/2019,21:00,2 hours,"Westin Bar","Tech","Ubuntu 19.04 Release Party","Craig Maloney","Come celebrate the release of the latest Ubuntu 19.04 release- code-named 'Disco Dingo'. We'll meet in the bar area and raise a glass to mark the occasion.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"EMC I","Tech","FOSS on Wheels: How Autonomous Cars are Being Driven by Open-Source","Joshua Whitley","Since the DARPA Grand Challenge in 2005- much of the automotive industry have been working toward self-driving cars. Recently- the algorithms and software stacks used by research teams have begun moving into the open. This panel will provide an overview of what makes up an autonomous vehicle stack- what is available to the masses- and how you can help drive the future through open-source contributions.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"Food [317]","Food","Oxling's Alcoholic Chocolates","Dan Eckerd","If candy is dandy and liquor is quicker- then what is a combination of both?....Fun. Come see what Oxling has cooked up and learn to make your own fun filled treats. Tequila rose truffles- coconut rum cream and high octane cherry cordials are a few of the examples. Samples and recipes will be available at the end. Make sure to bring your valid ID with you to verify you are over 21 to try the chocolates.",FALSE,PUBLIC,""
5/3/2019,20:00,5/4/2019,00:00,4 hours,"Algonquin A","Gaming","Consuite Chaos: A Cthulhu LARP","Conor Esselink, Gnora Ford-Lepthien, Erika Wagner, Owen Bondono, Laura Cascos, Elizabeth Bondono","Welcome to Unicon! Your favorite nerd-stravaganza is hosted this year at the newly-renovated historic River Grand Hotel. It's midnight in the Consuite- but that doesn't mean it's quiet. The caffeine is flowing- the snacks are plentiful- and everyone is having a great time- until THINGS begin to happen... Terror and Tentacles presents a horrorful live action game guaranteed to stun the senses. No experience necessary.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"EMC IV","Gaming","Fellowship of Fools: Friendship Edition","Hermione Banger, Casey O'Donnell","Fellowship of Fools (FoF) is a game about relationships. Making friends takes time- communication and honesty. For many- making friends and forging new connections can be difficult or even feel impossible. FoF is a game that gives you an opportunity to get to know people through conversation- vulnerability and finding common ground.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,23:00,3 hours,"Gaming (TC's Room)","Gaming","Dune","Eric McGlohon","BG 2-6 players; Set thousands of years in the future- Dune the board game is based on the Frank Herbert novels about an arid planet at the heart of the human space empire's political machinations. Player interaction is generated through negotiation and bluffing. Players each take the role of one of the factions attempting to control Dune- with each faction having special powers that overlook certain rules in the game. The game concludes when one faction (or two allied factions) is able to control a certain number of strongholds on the planet.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"EMC V","Anime","Anime Director Spotlight: Satoshi Kon","Paul Kemner","Kon wrote and directed four movies and a TV series before his tragic death. His highly-acclaimed work has been described as 'gritty- intense- and at times even nightmarish-' with themes of obsession and illusion vs reality. We'll check them out- discussing themes- styles- and what makes them worth watching- ending with an open discussion.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"EMC II","DIY","2nd Sock Syndrome","Patt Mundy","Let's rock our socks off in this panel as I teach you all of the basics for creating your own socks. Basic knit and purl stitch skills required to enjoy our sock hop!",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,22:00,2 hours,"Nicolet","Media","LIVE PODCAST: Getting Drunk with Shannon and Maggie","Shannon Marshall, Maggie Maiville","Join Shannon and Maggie for their 7th appearance at Penguicon as we podcast LIVE from the random location we will be assigned. Audience members will participate in the annual LIVE recording of Shannon & Maggie's mostly weekly podcast about life- food- and booze. Be prepared to participate and be called upon to be a 'special guest'.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"Charlevoix B","Cosplay","BoF: Dr. Who Meet Up","","Birds of a Feather meet up for Dr. Who cosplay! Old school- new school- doctors- companions- enemies- family and friends- as well as spin off characters are welcome. Come dressed in your favorite Dr. Who cosplay- meet like minded people- enjoy conversations- strike poses- and take as many photos as humanly possible. Don't forget your props- witty comments- and sense of humor. Who knows? We may even be able to get a certain blue police box to stop by...",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"Charlevoix A","Lit","Anthology Submissions: Advice from the Editor","Emily Bell, Colleen Nye","Are you interested in submitting short stories to themed anthologies? Get tips and tricks from anthology editors.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"Baldwin","Life","TEALS Program Info Session","","The TEALS Program matches technology progessionals with educators to help bring computer education to schools. Come learn more about the program and how you can help or get your school involved.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"Computer Lab [Charlevoix C]","Tech","Linux 101: Create Installation Media","Zena Jasenak, Nick Lelli","Learn how to make a Linux installation disc/usb for beginners and how to install linux on a machine. Limited availability. Sign up at ops.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"Gaming (TC's Room)","Gaming","Isle of Skye","The Wandering Meeple","BG 2-5 players; Players are chieftains of famous clans and want to build their kingdoms to score as many points as possible but in each game only four of the sixteen scoring tiles will be scored.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,21:00,1 hour,"Algonquin B","DIY","Fabricating: Past vs. Future","Sophia Brueckner, Danny Hansen","Necessity has always been the mother of invention but how has that influenced the art of fabrication? How has necessity changed in the past and how will it change in the future? How has that changed the way we are fabricating? Join our Guests of Honor Danny Hansen and Sophia Brueckner as they speak about the past and the future of fabrication.",FALSE,PUBLIC,""
5/3/2019,20:00,5/3/2019,22:00,2 hours,"People R Us [1017]","Diversity","People R Us: LGBTQIA","Jessica Hummiston","If you've ever walked the halls of Penguicon during a break between tracks- you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together- relax- and start meaningful conversations. Focus: LGBTQIA",FALSE,PUBLIC,""
